CityKey,WWICityID,City,StateProvince,Country,Continent,SalesTerritory,Region,Subregion,Location,LatestRecordedPopulation,ValidFrom,ValidTo,LineageKey
102081,30031,Saint Clairsville,Pennsylvania,United States,North America,Mideast,Americas,Northern America,POINT (-78.5100167 40.1567453),78,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102082,30121,Saint Lawrence,Pennsylvania,United States,North America,Mideast,Americas,Northern America,POINT (-75.8718697 40.3270373),1809,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102157,14092,Groton,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.574512 42.6112014),1124,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102158,14113,Groveland,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.0314451 42.7603688),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102159,14272,Hadley,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-72.5884222 42.3417565),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102160,14338,Halifax,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-70.861985 41.991213),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102161,14416,Hamilton,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-70.8661608 42.616761),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102162,14456,Hampden,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-72.4134168 42.0639841),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102163,14505,Hancock,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-73.3237182 42.543138),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102164,14540,Hanover,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-70.8119859 42.1131572),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102165,14554,Hanover Center,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-70.8411533 42.116768),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102166,14562,Hanson,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-70.8800423 42.0751013),2118,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102167,14605,Harding,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.3239461 42.2037087),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102168,14614,Hardwick,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-72.1995245 42.350091),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102169,14821,Harvard,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.5828445 42.5000919),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102170,14835,Harwich,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-70.0758508 41.6862224),1798,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102171,14836,Harwich Port,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-70.0786284 41.6667784),1644,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102172,14879,Hatfield,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-72.5981446 42.3709226),1318,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102173,14921,Haverhill,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.0772796 42.7762015),60879,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102174,14947,Hawley,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-72.8778734 42.5645294),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102175,14973,Hayden Row,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.5106188 42.2042625),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102176,15061,Heath,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-72.8217618 42.673417),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102177,15435,Highland Lake,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.3097782 42.1264871),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102178,15582,Hingham,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-70.8897676 42.2417669),5650,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102179,15586,Hinsdale,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-73.1253799 42.4386967),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102180,15676,Holbrook,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.0086576 42.1550999),10791,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102181,15684,Holden,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.8634062 42.3517586),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102182,15718,Holland,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-72.1572995 42.0639841),1464,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102183,15748,Holliston,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.4245049 42.2000966),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102184,15813,Holyoke,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-72.6162009 42.2042587),39880,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102185,15936,Hopedale,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.5411747 42.1306522),3753,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102186,15962,Hopkinton,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.5225638 42.2287065),2550,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102187,16048,Housatonic,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-73.3662214 42.2542548),1109,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102188,16116,Hubbardston,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-72.0061877 42.4737009),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102189,16138,Hudson,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.5661769 42.3917599),14907,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102190,16182,Hull,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-70.9078243 42.3020436),10293,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102191,16186,Humarock,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-70.6900388 42.1362131),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102192,16247,Huntington,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-72.8759312 42.2362007),936,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102193,16336,Hyannis,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-70.2827989 41.6528887),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102194,16622,Ipswich,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-70.8411612 42.6792602),4222,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102195,16739,Islington,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.1897756 42.2237097),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102196,17564,Kent Park,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-70.6897605 42.1084355),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102197,17794,Kingston,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-70.7244822 41.9945473),5591,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102198,18560,Lakeville,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-70.9494854 41.8459353),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102199,18643,Lancaster,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.6731246 42.4556475),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102200,18688,Lanesborough,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-73.2281596 42.5173058),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102201,18896,Lawrence,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.1631137 42.7070354),76377,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102202,19029,Lee,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-73.2481616 42.3042537),2051,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102203,19092,Leicester,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.9086843 42.245926),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102204,19168,Lenox,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-73.2848289 42.356475),1675,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102205,19181,Leominster,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.759794 42.5250906),40759,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102206,19262,Leverett,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-72.5014759 42.4520332),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102207,19336,Lexington,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.2245003 42.4473175),31394,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102208,19342,Leyden,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-72.630091 42.7000837),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102209,19374,Liberty Plain,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-70.882822 42.1889895),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102210,19454,Lincoln,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.3039469 42.4259283),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102211,19669,Littleton,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.5120096 42.5375917),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102212,19673,Littleton Common,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.4745085 42.5459251),2789,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102213,19925,Longmeadow,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-72.5828662 42.0500953),15784,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102214,20120,Lowell,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.3161718 42.6334247),106519,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102215,20216,Ludlow,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-72.475919 42.1600936),0,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102216,20274,Lunenburg,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.724516 42.5945342),1760,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
102217,20368,Lynn,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-70.9494939 42.466763),90329,2014-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111503,26600,Pentress,West Virginia,United States,North America,Southeast,Americas,Northern America,POINT (-80.1603472 39.7103569),175,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111504,26734,Petersburg,West Virginia,United States,North America,Southeast,Americas,Northern America,POINT (-79.1239239 38.9926098),2467,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111505,26741,Peterstown,West Virginia,United States,North America,Southeast,Americas,Northern America,POINT (-80.7992431 37.3973437),653,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111506,26747,Petroleum,West Virginia,United States,North America,Southeast,Americas,Northern America,POINT (-81.2684485 39.1909105),0,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111507,26758,Pettry,West Virginia,United States,North America,Southeast,Americas,Northern America,POINT (-80.9639748 37.4362308),0,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111508,26790,Philippi,West Virginia,United States,North America,Southeast,Americas,Northern America,POINT (-80.0403578 39.1523198),2966,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111509,26835,Pickens,West Virginia,United States,North America,Southeast,Americas,Northern America,POINT (-80.211743 38.6551073),66,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111510,26861,Piedmont,West Virginia,United States,North America,Southeast,Americas,Northern America,POINT (-79.0478073 39.4803706),876,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111511,26897,Pike,West Virginia,United States,North America,Southeast,Americas,Northern America,POINT (-81.0814999 39.2834114),0,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111512,26932,Pinch,West Virginia,United States,North America,Southeast,Americas,Northern America,POINT (-81.4817876 38.4087094),3262,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111513,26959,Pine Grove,West Virginia,United States,North America,Southeast,Americas,Northern America,POINT (-80.6789851 39.5659143),552,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111514,27054,Pineville,West Virginia,United States,North America,Southeast,Americas,Northern America,POINT (-81.53705 37.5831684),668,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111515,27308,Pleasant Valley,West Virginia,United States,North America,Southeast,Americas,Northern America,POINT (-80.1417454 39.4553636),3149,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111516,27366,Plymouth,West Virginia,United States,North America,Southeast,Americas,Northern America,POINT (-81.8448549 38.5159234),0,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111517,27382,Poca,West Virginia,United States,North America,Southeast,Americas,Northern America,POINT (-81.8142977 38.4723137),974,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111740,4073,Brilliant,Alabama,United States,North America,Southeast,Americas,Northern America,POINT (-87.7583574 34.0253797),900,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111741,4228,Brooklyn,Alabama,United States,North America,Southeast,Americas,Northern America,POINT (-86.7710749 31.2626708),0,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111742,4241,Brooks,Alabama,United States,North America,Southeast,Americas,Northern America,POINT (-86.6849677 31.4818306),0,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111743,4251,Brookside,Alabama,United States,North America,Southeast,Americas,Northern America,POINT (-86.9166612 33.6378825),1363,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111744,4262,Brooksville,Alabama,United States,North America,Southeast,Americas,Northern America,POINT (-86.4755431 34.1620404),0,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111745,4274,Brookwood,Alabama,United States,North America,Southeast,Americas,Northern America,POINT (-87.3208336 33.2556719),1828,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111746,4278,Broomtown,Alabama,United States,North America,Southeast,Americas,Northern America,POINT (-85.5216276 34.3606453),182,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111747,4364,Brundidge,Alabama,United States,North America,Southeast,Americas,Northern America,POINT (-85.8160567 31.7201615),2076,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111748,4473,Bucks,Alabama,United States,North America,Southeast,Americas,Northern America,POINT (-88.0241655 31.0104583),32,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111749,4693,Burnsville,Alabama,United States,North America,Southeast,Americas,Northern America,POINT (-86.8916536 32.4745795),0,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111750,4698,Burnt Corn,Alabama,United States,North America,Southeast,Americas,Northern America,POINT (-87.1602592 31.5534949),0,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111751,4761,Butler,Alabama,United States,North America,Southeast,Americas,Northern America,POINT (-88.2219652 32.0895908),1894,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111752,4806,Bynum,Alabama,United States,North America,Southeast,Americas,Northern America,POINT (-85.9610793 33.6131592),0,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111753,4865,Caffee Junction,Alabama,United States,North America,Southeast,Americas,Northern America,POINT (-87.1377736 33.2453935),0,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111754,4867,Cahaba Heights,Alabama,United States,North America,Southeast,Americas,Northern America,POINT (-86.7319322 33.4639953),0,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111755,4911,Calera,Alabama,United States,North America,Southeast,Americas,Northern America,POINT (-86.7535975 33.1028965),11620,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
111756,4915,Calhoun,Alabama,United States,North America,Southeast,Americas,Northern America,POINT (-86.5449739 32.0501467),0,2015-07-01T16:00:00.000Z,9999-12-31T23:59:59.999Z,1
