CityKey,WWICityID,City,StateProvince,Country,Continent,SalesTerritory,Region,Subregion,Location,LatestRecordedPopulation,ValidFrom,ValidTo,LineageKey
51820,9575,Dunn Center,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-102.620462 47.3536235),146,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51821,9587,Dunseith,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-100.0609678 48.8130569),773,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51822,9644,Dwight,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-96.7381329 46.3041254),82,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51823,9783,East Fairview,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-104.0396548 47.8533519),76,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51824,10012,Eckman,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-101.0579333 48.6580761),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51825,10062,Edgeley,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-98.7156564 46.3591377),563,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51826,10104,Edinburg,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-97.8620378 48.4966607),196,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51827,10133,Edmore,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-98.4542795 48.4133374),182,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51828,10175,Egeland,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-99.0973586 48.6263945),28,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51829,10299,Eldridge,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-98.8517734 46.9024878),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51830,10322,Elgin,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-101.8459791 46.4038957),642,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51831,10444,Ellendale,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-98.5270458 46.0027502),1394,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51832,10463,Elliott,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-97.8148228 46.4021898),25,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51833,10603,Embden,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-97.4331484 46.8021971),59,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51834,10612,Emerado,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-97.3650837 47.918875),414,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51835,10683,Enderlin,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-97.6014862 46.623028),886,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51836,10702,Englevale,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-97.9134343 46.3927458),40,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51874,13061,Gladstone,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-102.5679579 46.8608403),239,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51875,13146,Glen Ullin,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-101.829877 46.8150051),807,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51876,13154,Glenburn,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-101.2207138 48.5130744),380,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51877,13197,Glenfield,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-98.5673223 47.4533296),91,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51878,13337,Golden Valley,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-102.0646172 47.2908418),182,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51879,13365,Golva,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-103.9863168 46.7341788),61,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51880,13410,Goodrich,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-100.1262353 47.4749954),98,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51881,13510,Grace City,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-98.8053836 47.5513859),63,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51882,13535,Grafton,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-97.410634 48.4122108),4284,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51883,13576,Grand Forks,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-97.0328547 47.9252568),52838,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51884,13622,Grandin,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-97.001473 47.2369226),173,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51885,13670,Grano,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-101.5865506 48.6150203),7,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51886,13706,Granville,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-100.8426438 48.2677874),241,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51887,13728,Grassy Butte,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-103.2479655 47.3925145),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51888,13792,Great Bend,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-96.8020228 46.1538473),60,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51889,14025,Grenora,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-103.9379866 48.6183606),244,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51890,14220,Guthrie,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-100.3773629 48.0011152),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51891,14237,Gwinner,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-97.6625959 46.2257963),753,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51892,14286,Hague,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-99.9956683 46.0285994),71,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51893,14321,Haley,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-103.1193392 45.961392),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51894,14355,Halliday,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-102.3360118 47.3544535),188,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51895,14379,Hamberg,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-99.51457 47.7630597),21,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51896,14402,Hamilton,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-97.4528587 48.8086008),61,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51897,14458,Hampden,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-98.6542903 48.5402849),48,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51898,14516,Hankinson,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-96.9017476 46.069681),919,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51899,14517,Hanks,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-103.8029812 48.6033613),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51900,14528,Hannaford,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-98.1864847 47.3133252),131,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51901,14529,Hannah,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-98.6917884 48.9716708),15,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51902,14538,Hannover,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-101.4265402 47.1113877),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51903,14557,Hansboro,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-99.3829145 48.9500078),12,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51904,14645,Harlow,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-99.5190232 48.1636145),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51905,14654,Harmon,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-100.9526354 46.9516589),145,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51906,14789,Hartland,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-101.8204403 48.3994611),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51907,14828,Harvey,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-99.935404 47.769723),1783,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51908,14841,Harwood,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-96.8806377 46.9794115),718,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51909,14896,Hatton,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-97.4534224 47.6397087),777,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51910,14906,Havana,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-97.618988 45.95024),71,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52540,15540,Hillsdale,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.0404175 41.0025975),10219,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52541,15545,Hillside,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.2301459 40.701213),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52542,15574,Hi-Nella,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-75.0243357 39.8356695),870,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52543,15635,Hoboken,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.0323626 40.7439906),50005,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52544,15667,Ho-Ho-Kus,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.101253 40.9964864),4078,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52545,15785,Holmdel,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.1840322 40.3451095),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52546,15846,Homestead Park,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.4501533 40.6901015),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52547,15920,Hopatcong,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.6593281 40.9328763),15147,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52548,15931,Hope,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.9673943 40.9112092),195,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52549,15947,Hopewell,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.7618285 40.3892726),1922,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52550,15986,Hornerstown,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.514042 40.106224),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52551,16282,Hurdtown,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.5990486 40.9700982),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52552,16283,Hurffville,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-75.1082297 39.7626142),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52553,16430,Imlaystown,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.5151531 40.1676117),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52554,16460,Independence Corner,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.551271 41.2100954),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52555,16579,Interlaken,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.015693 40.2334459),820,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52556,16665,Ironia,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.6257152 40.8228774),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52557,16682,Irvington,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.2348684 40.7323235),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52558,16709,Iselin,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.3223703 40.5753817),18695,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52559,16719,Island Heights,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.1498616 39.9420626),1673,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52560,16816,Jacksons Mills,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.324036 40.1478911),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52561,16818,Jacksonville,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.7634948 40.050389),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52562,16862,Jamesburg,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.4401513 40.3526079),5915,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52563,16961,Jefferson,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-75.2118485 39.7537248),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52564,17044,Jersey City,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.0776417 40.7281575),247597,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52565,17049,Jerseyville,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.2293114 40.2392783),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52566,17084,Jobstown,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.6929368 40.0370565),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52567,17116,Johnsonburg,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.8785026 40.9645422),101,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52568,17230,Juliustown,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.6687694 40.0134461),429,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52569,17387,Keansburg,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.1298643 40.4417743),10105,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52570,17393,Kearny,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.1454214 40.7684342),40684,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52571,17489,Kendall Park,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.560711 40.4209391),9339,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52572,17503,Kenilworth,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.2907032 40.6764911),7914,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52573,17578,Kenvil,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.6184932 40.8798213),3009,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52574,17643,Keyport,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.1995883 40.4331631),7240,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52575,17796,Kingston,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.6134903 40.3753844),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52576,17820,Kinnelon,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.367096 41.0017644),10248,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52799,28245,Ralston,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.6251594 40.7712113),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52800,28272,Ramsey,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.1409771 41.0573188),14473,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52801,28289,Rancocas,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.866832 40.0106674),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52802,28290,Rancocas Woods,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.860165 39.9890011),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52803,28353,Raritan,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.6329363 40.5695474),6881,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52804,28443,Readington,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.7376619 40.5687141),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52805,28465,Red Bank,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.0643065 40.3470543),12206,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52806,28498,Red Lion,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.7446045 39.8895588),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52807,28684,Repaupo,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-75.298798 39.7998354),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52808,28898,Ridgefield,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.0087505 40.8342669),11032,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52809,28899,Ridgefield Park,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.0215285 40.8570442),12729,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52810,28924,Ridgewood,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.1165313 40.9792645),24958,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52811,28972,Ringwood,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.2454254 41.113428999999996),12228,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52812,28987,Rio Grande,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.8815594 39.0145573),2670,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52813,29038,River Edge,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.0398622 40.9287098),11340,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52814,13646,Granger,Indiana,United States,North America,Great Lakes,Americas,Northern America,POINT (-86.1108377 41.7533819),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52815,13720,Grass Creek,Indiana,United States,North America,Great Lakes,Americas,Northern America,POINT (-86.4044471 40.9475412),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52816,13780,Graysville,Indiana,United States,North America,Great Lakes,Americas,Northern America,POINT (-87.5561344 39.117541),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
52817,13818,Green Acres,Indiana,United States,North America,Great Lakes,Americas,Northern America,POINT (-87.2972576 41.4839257),0,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
4151,22058,Middleton,Kentucky,United States,North America,Southeast,Americas,Northern America,POINT (-86.734719 36.7508753),0,2013-01-01T00:00:00.000Z,2013-01-01T00:05:00.000Z,1
4152,22059,Middleton,Michigan,United States,North America,Great Lakes,Americas,Northern America,POINT (-84.7088895 43.1833659),0,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
4153,22060,Middleton,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-71.0161643 42.5950939),0,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
4154,22061,Middleton,Idaho,United States,North America,Rocky Mountain,Americas,Northern America,POINT (-116.6201357 43.7068282),5524,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
4155,22062,Middleton,Wisconsin,United States,North America,Great Lakes,Americas,Northern America,POINT (-89.5042876 43.0972174),17442,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
4156,22063,Middleton,Tennessee,United States,North America,Southeast,Americas,Northern America,POINT (-88.8908918 35.0645319),706,2013-01-01T00:00:00.000Z,2013-01-01T00:05:00.000Z,1
4157,22064,Middletown,Kentucky,United States,North America,Southeast,Americas,Northern America,POINT (-85.5388489 38.2453487),7218,2013-01-01T00:00:00.000Z,2013-01-01T00:05:00.000Z,1
4158,22065,Middletown,Illinois,United States,North America,Great Lakes,Americas,Northern America,POINT (-89.5909378 40.1003246),324,2013-01-01T00:00:00.000Z,2013-01-01T00:05:00.000Z,1
4159,22066,Middletown,California,United States,North America,Far West,Americas,Northern America,POINT (-122.6149853 38.7524045),1323,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
4160,22067,Middletown,Ohio,United States,North America,Great Lakes,Americas,Northern America,POINT (-84.3982763 39.5150576),48694,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
4161,22068,Middletown,Michigan,United States,North America,Great Lakes,Americas,Northern America,POINT (-84.1449682 42.9858612),897,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
4162,22069,Middletown,Connecticut,United States,North America,New England,Americas,Northern America,POINT (-72.6506488 41.5623209),47648,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
4163,22070,Middletown,New York,United States,North America,Mideast,Americas,Northern America,POINT (-74.4229341 41.4459271),28086,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
4164,22071,Middletown,Pennsylvania,United States,North America,Mideast,Americas,Northern America,POINT (-76.7310806 40.199814),8901,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
4165,22072,Middletown,Indiana,United States,North America,Great Lakes,Americas,Northern America,POINT (-85.537197 40.0572668),2322,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
4166,22073,Middletown,Missouri,United States,North America,Plains,Americas,Northern America,POINT (-91.4140448 39.1269856),167,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
4167,22074,Middletown,Iowa,United States,North America,Plains,Americas,Northern America,POINT (-91.2590387 40.8283712),318,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
4168,22075,Middletown,Virginia,United States,North America,Southeast,Americas,Northern America,POINT (-78.280558 39.0276078),1265,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
4169,22076,Middletown,Maryland,United States,North America,Mideast,Americas,Northern America,POINT (-77.5447102 39.4437123),4136,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
4170,22077,Middletown,Delaware,United States,North America,Mideast,Americas,Northern America,POINT (-75.7163207 39.449556),18871,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
4171,22078,Middletown,Rhode Island,United States,North America,New England,Americas,Northern America,POINT (-71.2914388 41.5456578),0,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
4172,22080,Middletown,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.117086 40.3942754),0,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
4173,22081,Middletown Springs,Vermont,United States,North America,New England,Americas,Northern America,POINT (-73.1181624 43.4856255),0,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
4174,22082,Middleville,New York,United States,North America,Mideast,Americas,Northern America,POINT (-73.2962268 40.8992646),0,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
4175,22084,Middleville,Michigan,United States,North America,Great Lakes,Americas,Northern America,POINT (-85.4619599 42.7130889),3319,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
4176,22085,Middleway,West Virginia,United States,North America,Southeast,Americas,Northern America,POINT (-77.9827756 39.3034346),441,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
4177,22086,Midfield,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-96.2080201 28.9377598),0,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
4178,22087,Midfield,Alabama,United States,North America,Southeast,Americas,Northern America,POINT (-86.9088808 33.4614966),5365,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
4179,22088,Midland,North Carolina,United States,North America,Southeast,Americas,Northern America,POINT (-80.5006219 35.2273656),3073,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
4180,22089,Midland,Arkansas,United States,North America,Southeast,Americas,Northern America,POINT (-94.3532704 35.0931523),325,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
